Element Name,Windows NT,Win95,Win32s,Subsystem,Import Library,Header File,Platform Notes,History,Unicode,ElementType
POINTTOPOINTS,Yes,Yes,Yes,macro,,winuser.h,,,No,macro
PRIMARYLANGID,Yes,Yes,Yes,macro,,winnt.h,,,No,macro
PropSheet_AddPage,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
PropSheet_Apply,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
PropSheet_CancelToClose,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
PropSheet_Changed,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
PropSheet_GetCurrentPageHwnd,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
PropSheet_GetTabControl,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
PropSheet_IsDialogMessage,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
PropSheet_PressButton,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
PropSheet_QuerySiblings,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
PropSheet_RebootSystem,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
PropSheet_RemovePage,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
PropSheet_RestartWindows,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
PropSheet_SetCurSel,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
PropSheet_SetCurSelByID,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
PropSheet_SetFinishText,Yes,Yes,Yes,Property Sheets,,prsht.h,,,WinNT,macro
PropSheet_SetTitle,Yes,Yes,Yes,Property Sheets,,prsht.h,,,WinNT,macro
PropSheet_SetWizButtons,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
PropSheet_UnChanged,Yes,Yes,Yes,Property Sheets,,prsht.h,,,No,macro
RGB,Yes,Yes,Yes,macro,,wingdi.h,,,No,macro
SORTIDFROMLCID,Yes,Yes,Yes,macro,,winnt.h,,,No,macro
SUBLANGID,Yes,Yes,Yes,macro,,winnt.h,,,No,macro
TabCtrl_AdjustRect,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_DeleteAllItems,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_DeleteItem,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_GetCurFocus,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_GetCurSel,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_GetImageList,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_GetItem,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,WinNT,macro
TabCtrl_GetItemCount,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_GetItemRect,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_GetRowCount,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_GetToolTips,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_HitTest,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_InsertItem,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,WinNT,macro
TabCtrl_RemoveImage,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_SetCurFocus,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_SetCurSel,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_SetImageList,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_SetItem,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,WinNT,macro
TabCtrl_SetItemExtra,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_SetItemSize,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_SetPadding,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TabCtrl_SetToolTips,Yes,Yes,Yes,Tab Controls,,commctrl.h,,,No,macro
TEXT,Yes,Yes,Yes,macro,,winnt.h,,,WinNT,macro
TreeView_CreateDragImage,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_DeleteAllItems,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_DeleteItem,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_EditLabel,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,WinNT,macro
TreeView_EndEditLabelNow,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_EnsureVisible,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_Expand,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetChild,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetCount,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetDropHilite,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetEditControl,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetFirstVisible,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetImageList,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetIndent,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetISearchString,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,WinNT,macro
TreeView_GetItem,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,WinNT,macro
TreeView_GetItemRect,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetNextItem,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetNextSibling,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetNextVisible,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetParent,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetPrevSibling,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetPrevVisible,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetRoot,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetSelection,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_GetVisibleCount,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_HitTest,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_InsertItem,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,WinNT,macro
TreeView_Select,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_SelectDropTarget,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_SelectItem,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_SelectSetFirstVisible,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_SetImageList,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_SetIndent,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_SetItem,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,WinNT,macro
TreeView_SortChildren,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
TreeView_SortChildrenCB,Yes,Yes,Yes,Tree-View Controls,,commctrl.h,,,No,macro
UInt32x32To64,Yes,Yes,No,,,winnt.h,,,No,macro
ABM_ACTIVATE,Yes,Yes,No,user/appbars, -,shellapi.h,,,No,message
ABM_GETAUTOHIDEBAR,Yes,Yes,No,user/appbars, -,shellapi.h,,,No,message
ABM_GETSTATE,Yes,Yes,No,user/appbars, -,shellapi.h,,,No,message
ABM_GETTASKBARPOS,Yes,Yes,No,user/appbars, -,shellapi.h,,,No,message
ABM_NEW,Yes,Yes,No,user/appbars, -,shellapi.h,,,No,message
ABM_QUERYPOS,Yes,Yes,No,user/appbars, -,shellapi.h,,,No,message
ABM_REMOVE,Yes,Yes,No,user/appbars, -,shellapi.h,,,No,message
ABM_SETAUTOHIDEBAR,Yes,Yes,No,user/appbars, -,shellapi.h,,,No,message
ABM_SETPOS,Yes,Yes,No,user/appbars, -,shellapi.h,,,No,message
ABM_WINDOWPOSCHANGED,Yes,Yes,No,user/appbars, -,shellapi.h,,,No,message
ABN_FULLSCREENAPP,Yes,Yes,No,user/appbars, -,shellapi.h,,,No,message
ABN_POSCHANGED,Yes,Yes,No,user/appbars, -,shellapi.h,,,No,message
ABN_STATECHANGE,Yes,Yes,No,user/appbars, -,shellapi.h,,,No,message
ABN_WINDOWARRANGE,Yes,Yes,No,user/appbars, -,shellapi.h,,,No,message
ACM_OPEN,Yes,Yes,Yes,Animation Controls, -,commctrl.h,,,WinNT,message
ACM_PLAY,Yes,Yes,Yes,Animation Controls, -,commctrl.h,,,No,message
ACM_STOP,Yes,Yes,Yes,Animation Controls, -,commctrl.h,,,No,message
BM_CLICK,Yes,Yes,No,msg/button, -,winuser.h,,,No,message
BM_GETCHECK,Yes,Yes,Yes,msg/button, -,winuser.h,,,No,message
BM_GETIMAGE,Yes,Yes,No,msg/button, -,winuser.h,,,No,message
BM_GETSTATE,Yes,Yes,Yes,msg/button, -,winuser.h,,,No,message
BM_SETCHECK,Yes,Yes,Yes,msg/button, -,winuser.h,,,No,message
BM_SETIMAGE,Yes,Yes,No,msg/button, -,winuser.h,,,No,message
BM_SETSTATE,Yes,Yes,Yes,msg/button, -,winuser.h,,,No,message
BM_SETSTYLE,Yes,Yes,Yes,msg/button, -,winuser.h,,,No,message
CB_ADDSTRING,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_DELETESTRING,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_DIR,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_FINDSTRING,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_FINDSTRINGEXACT,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_GETCOUNT,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_GETCURSEL,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_GETDROPPEDCONTROLRECT,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_GETDROPPEDSTATE,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_GETDROPPEDWIDTH,Yes,Yes,No,msg/combobox, -,winuser.h,,,No,message
CB_GETEDITSEL,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_GETEXTENDEDUI,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_GETHORIZONTALEXTENT,Yes,Yes,No,msg/combobox, -,winuser.h,,,No,message
CB_GETITEMDATA,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_GETITEMHEIGHT,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_GETLBTEXT,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_GETLBTEXTLEN,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_GETLOCALE,Yes,Yes,No,msg/combobox, -,winuser.h,,,No,message
CB_GETTOPINDEX,Yes,Yes,No,msg/combobox, -,winuser.h,,,No,message
CB_INITSTORAGE,Yes,Yes,No,msg/combobox, -,winuser.h,,,No,message
CB_INSERTSTRING,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_LIMITTEXT,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_MSGMAX,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_RESETCONTENT,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_SELECTSTRING,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_SETCURSEL,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_SETDROPPEDWIDTH,Yes,Yes,No,msg/combobox, -,winuser.h,,,No,message
CB_SETEDITSEL,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_SETEXTENDEDUI,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_SETHORIZONTALEXTENT,Yes,Yes,No,msg/combobox, -,winuser.h,,,No,message
CB_SETITEMDATA,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_SETITEMHEIGHT,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CB_SETLOCALE,Yes,Yes,No,msg/combobox, -,winuser.h,,,No,message
CB_SETTOPINDEX,Yes,Yes,No,msg/combobox, -,winuser.h,,,No,message
CB_SHOWDROPDOWN,Yes,Yes,Yes,msg/combobox, -,winuser.h,,,No,message
CDM_GETFILEPATH,Yes,Yes,No,shell/commdlg, -,commdlg.h,,New for Windows NT 4.0,WinNT,message
CDM_GETFOLDERIDLIST,Yes,Yes,No,shell/commdlg, -,commdlg.h,,New for Windows NT 4.0,No,message
CDM_GETFOLDERPATH,Yes,Yes,No,shell/commdlg, -,commdlg.h,,New for Windows NT 4.0,WinNT,message
CDM_GETSPEC,Yes,Yes,No,shell/commdlg, -,commdlg.h,,New for Windows NT 4.0,WinNT,message
CDM_HIDECONTROL,Yes,Yes,No,shell/commdlg, -,commdlg.h,,New for Windows NT 4.0,No,message
CDM_SETCONTROLTEXT,Yes,Yes,No,shell/commdlg, -,commdlg.h,,New for Windows NT 4.0,No,message
CDM_SETDEFEXT,Yes,Yes,No,shell/commdlg, -,commdlg.h,,New for Windows NT 4.0,No,message
CDN_FILEOK,Yes,Yes,No,shell/commdlg, -,commdlg.h,,New for Windows NT 4.0,No,message
CDN_FOLDERCHANGE,Yes,Yes,No,shell/commdlg, -,commdlg.h,,New for Windows NT 4.0,No,message
CDN_HELP,Yes,Yes,No,shell/commdlg, -,commdlg.h,,New for Windows NT 4.0,No,message
CDN_INITDONE,Yes,Yes,No,shell/commdlg, -,commdlg.h,,New for Windows NT 4.0,No,message
CDN_SELCHANGE,Yes,Yes,No,shell/commdlg, -,commdlg.h,,New for Windows NT 4.0,No,message
CDN_SHAREVIOLATION,Yes,Yes,No,shell/commdlg, -,commdlg.h,,New for Windows NT 4.0,No,message
CDN_TYPECHANGE,Yes,Yes,No,shell/commdlg, -,commdlg.h,,New for Windows NT 4.0,No,message
CPL_DBLCLK,Yes,Yes,No,msg/cpanel, -,cpl.h,,,No,message
CPL_EXIT,Yes,Yes,No,msg/cpanel, -,cpl.h,,,No,message
CPL_GETCOUNT,Yes,Yes,No,msg/cpanel, -,cpl.h,,,No,message
CPL_INIT,Yes,Yes,No,msg/cpanel, -,cpl.h,,,No,message
CPL_INQUIRE,Yes,Yes,No,msg/cpanel, -,cpl.h,,,No,message
CPL_NEWINQUIRE,Yes,Yes,No,msg/cpanel, -,cpl.h,,,No,message
CPL_SELECT,Yes,Yes,No,msg/cpanel, -,cpl.h,,,No,message
CPL_STOP,Yes,Yes,No,msg/cpanel, -,cpl.h,,,No,message
DM_GETDEFID,Yes,Yes,Yes,msg/dialog, -,winuser.h,,New,No,message
DM_REPOSITION,Yes,Yes,No,msg/dialog, -,winuser.h,,,No,message
DM_SETDEFID,Yes,Yes,Yes,msg/dialog, -,winuser.h,,New,No,message
DRV_CLOSE,Yes,Yes,No,msg/driver, -,mmsystem.h,,,No,message
DRV_CONFIGURE,Yes,Yes,No,msg/driver, -,mmsystem.h,,,No,message
DRV_DISABLE,Yes,Yes,No,msg/driver, -,mmsystem.h,,,No,message
DRV_ENABLE,Yes,Yes,No,msg/driver, -,mmsystem.h,,,No,message
DRV_EXITSESSION,Yes,Yes,No,msg/driver, -,mmsystem.h,,,No,message
DRV_FREE,Yes,Yes,No,msg/driver, -,mmsystem.h,,,No,message
DRV_INSTALL,Yes,Yes,No,msg/driver, -,mmsystem.h,,,No,message
DRV_LOAD,Yes,Yes,No,msg/driver, -,mmsystem.h,,,No,message
DRV_OPEN,Yes,Yes,No,msg/driver, -,mmsystem.h,,,No,message
DRV_POWER,Yes,Yes,No,msg/driver, -,mmsystem.h,,,No,message
DRV_QUERYCONFIGURE,Yes,Yes,No,msg/driver, -,mmsystem.h,,,No,message
DRV_REMOVE,Yes,Yes,No,msg/driver, -,mmsystem.h,,,No,message
EM_CANPASTE,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_CANUNDO,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_CHARFROMPOS,Yes,Yes,No,msg/editcontrol, -,winuser.h,,,No,message
EM_DISPLAYBAND,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_EMPTYUNDOBUFFER,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_EXGETSEL,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_EXLIMITTEXT,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_EXLINEFROMCHAR,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_EXSETSEL,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_FINDTEXT,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_FINDTEXTEX,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_FINDWORDBREAK,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_FMTLINES,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_FORMATRANGE,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_GETCHARFORMAT,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_GETEVENTMASK,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_GETFIRSTVISIBLELINE,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,For Single Line Edit controls Win32s returns 0,,No,message
EM_GETHANDLE,Yes,No,No,msg/editcontrol, -,winuser.h,,,No,message
EM_GETIMECOLOR,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_GETIMEOPTIONS,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_GETLIMITTEXT,Yes,Yes,No,msg/editcontrol, -,winuser.h,,,No,message
EM_GETLINE,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_GETLINECOUNT,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_GETMARGINS,Yes,Yes,No,msg/editcontrol, -,winuser.h,,,No,message
EM_GETMODIFY,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_GETOLEINTERFACE,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_GETOPTIONS,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_GETPARAFORMAT,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_GETPASSWORDCHAR,Yes,Yes,No,msg/editcontrol, -,winuser.h,,,No,message
EM_GETPUNCTUATION,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_GETRECT,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_GETSEL,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_GETSELTEXT,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_GETTEXTRANGE,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_GETTHUMB,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_GETWORDBREAKPROC,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_GETWORDBREAKPROCEX,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_GETWORDWRAPMODE,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_HIDESELECTION,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_LIMITTEXT,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_LINEFROMCHAR,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_LINEINDEX,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_LINELENGTH,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_LINESCROLL,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_PASTESPECIAL,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_POSFROMCHAR,Yes,Yes,No,msg/editcontrol, -,winuser.h,,,No,message
EM_REPLACESEL,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_REQUESTRESIZE,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_SCROLL,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_SCROLLCARET,Yes,Yes,No,msg/editcontrol, -,winuser.h,,,No,message
EM_SELECTIONTYPE,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_SETBKGNDCOLOR,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_SETCHARFORMAT,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_SETEVENTMASK,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_SETHANDLE,Yes,No,No,msg/editcontrol, -,winuser.h,,,No,message
EM_SETIMECOLOR,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_SETIMEOPTIONS,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_SETLIMITTEXT,Yes,Yes,No,msg/editcontrol, -,winuser.h,,,No,message
EM_SETMARGINS,Yes,Yes,No,msg/editcontrol, -,winuser.h,,,No,message
EM_SETMODIFY,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_SETOLECALLBACK,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_SETOPTIONS,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_SETPARAFORMAT,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_SETPASSWORDCHAR,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_SETPUNCTUATION,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_SETREADONLY,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_SETRECT,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_SETRECTNP,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_SETSEL,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_SETTABSTOPS,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_SETTARGETDEVICE,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_SETWORDBREAK,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_SETWORDBREAKPROC,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
EM_SETWORDBREAKPROCEX,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_SETWORDWRAPMODE,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_STREAMIN,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_STREAMOUT,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,message
EM_UNDO,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,message
FM_GETDRIVEINFO,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,WinNT,message
FM_GETFILESEL,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,WinNT,message
FM_GETFILESELLFN,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,WinNT,message
FM_GETFOCUS,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message
FM_GETSELCOUNT,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message
FM_GETSELCOUNTLFN,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message
FM_REFRESH_WINDOWS,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message
FM_RELOAD_EXTENSIONS,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message
FMEVENT_HELPMENUITEM,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message
FMEVENT_HELPSTRING,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message
FMEVENT_INITMENU,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message
FMEVENT_LOAD,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message
FMEVENT_SELCHANGE,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message
FMEVENT_TOOLBARLOAD,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message
FMEVENT_UNLOAD,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message
FMEVENT_USER_REFRESH,Yes,No,No,msg/filemgr, -,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message
HDM_DELETEITEM,Yes,Yes,Yes,Header Controls, -,commctrl.h,,,No,message
HDM_GETITEM,Yes,Yes,Yes,Header Controls, -,commctrl.h,,,WinNT,message
HDM_GETITEMCOUNT,Yes,Yes,Yes,Header Controls, -,commctrl.h,,,No,message
HDM_HITTEST,Yes,Yes,Yes,Header Controls, -,commctrl.h,,,No,message
HDM_INSERTITEM,Yes,Yes,Yes,Header Controls, -,commctrl.h,,,WinNT,message
HDM_LAYOUT,Yes,Yes,Yes,Header Controls, -,commctrl.h,,,No,message
HDM_SETITEM,Yes,Yes,Yes,Header Controls, -,commctrl.h,,,WinNT,message
HKM_GETHOTKEY,Yes,Yes,Yes,Hot-Key Controls, -,commctrl.h,,,No,message
HKM_SETHOTKEY,Yes,Yes,Yes,Hot-Key Controls, -,commctrl.h,,,No,message
HKM_SETRULES,Yes,Yes,Yes,Hot-Key Controls, -,commctrl.h,,,No,message
ICM_ABOUT,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_COMPRESS,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_COMPRESS_BEGIN,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_COMPRESS_END,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_COMPRESS_FRAMES_INFO,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_COMPRESS_GET_FORMAT,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_COMPRESS_GET_SIZE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_COMPRESS_QUERY,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_CONFIGURE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
